text@avp1974m	@avp1974m	160.7	161.95	#смеется# //
text@avp1974m	@avp1974m	162.375	163.455	не рыпаться //
text@avp1974m	@avp1974m	163.795	167.475	но это причина по которой Дудю не дадут взять интервью у Путина / понимаешь ? //
text@avp1974m	@avp1974m	170.39	172.65	потому что он //
text@avp1974m	@avp1974m	173.71	178.34	не договороспособен с точки зрения тех людей которые принимают решения о таких интервью //
text@avp1974m	@avp1974m	178.43	182.04	я уходя в тринадцатом году // аа // с НТВ //
text@avp1974m	@avp1974m	182.717	184.872	ощущал что либо я сейчас уйду //
text@avp1974m	@avp1974m	185.625	187.949	было какое-то затишье в тот момент конкретный
text@avp1974m	@avp1974m	188.449	197.506	ничего такого не происходило но у меня было ощущение что если я сейчас не уйду / то будет какой-то страшный уже замес / где будет компромисс уже невозможен никакой //
text@avp1974m	@avp1974m	197.77	201.06	и через три месяца случилась украина / после того как я ушел //
text@avp1974m	@avp1974m	201.18	205.57	и я десять раз перекрестился и подумал что блин / вот надо слушать ощущения знаешь //
text@avp1974m	@avp1974m	209.09	218.22	угу // ну я #нрзб# переходил с позиции на позицию внутри канала / то есть я не сидел в одном кабинете / но вообще конечно я считаю что пересидел / #вздыхает# / мог бы на годик другой раньше свалить //
text@avp1974m	@avp1974m	218.55	220.08	я же на НТВ очень хорошо жил //
text@avp1974m	@avp1974m	220.91	223.42	меня называли принц восьмого этажа / знаешь ? //
text@avp1974m	@avp1974m	224.68	227.67	на восьмом этаже находится информационная служба НТВ //
text@avp1974m	@avp1974m	228.075	229.765	вот я был принц восьмого этажа //
text@avp1974m	@avp1974m	231.77	245.943	у меня была очень хорошая зарплата у меня были всякие // ээ // как это называется / поощрительные // выплаты // и как у всех кто // обслуживает интересы // серьезных людей //
text@avp1974m	@avp1974m	245.943	249.774	у всех есть дополнительные источники дохода / знаешь ? //
text@avp1974m	@avp1974m	250.17	252.27	 BMW с водителем // эээ //
text@avp1974m	@avp1974m	254.155	255.055	ну она корпоративная //
text@avp1974m	@avp1974m	256.05	258.32	а / но водитель за тобой закреплен //
text@avp1974m	@avp1974m	258.905	261.445	отдельный кабинетик там / бя // нйя
text@avp1974m	@avp1974m	261.85	266.61	денег на / не один минибар хватает / перелеты бизнес-классом / все такое
text@avp1974m	@avp1974m	267.39	273.9	иии // это к тому что я ф вполне осознанно ушел от этого всего / даже с попрощался с водителем / я помню со своим //
text@avp1974m	@avp1974m	273.935	275.585	в тринадцатом году //
text@avp1974m	@avp1974m	275.69	276.07	#сморкается# //
text@avp1974m	@avp1974m	276.23	280.74	потом я кстати его встретил как-то и говорю ну чо с BMW то с  нашей / он говорит а продали #нрзб# //
text@avp1974m	@avp1974m	280.96	282.29	а ты / говорю / сам чё ? //
text@avp1974m	@avp1974m	282.385	284.475	на сьемки езжу сказал /  #смеётся# 
text@avp1974m	@avp1974m	284.64	287.19	был недоволен мной / конечно //
text@avp1974m	@avp1974m	290.61	297.88	ну трогательно это все было / да / все такие меня провожали хорошо сняли мне очень / ээ / трогательный фильм про меня //
text@avp1974m	@avp1974m	297.94	301.29	некоторые плакали / надеюсь что добрыми слезами #смеётся# //
text@avp1974m	@avp1974m	301.63	311.01	вот // нет но у нас там всегда вот я про себя / если ты меня спросишь что я умею / я наверное умею создавать хорошие команды / мотивированные / сплоченные //
text@avp1974m	@avp1974m	311.59	316.71	и конечно когда я уходил там / ну это / бы / был эмоциональный момент внутри моей маленькой команды //
text@avp1974m	@avp1974m	316.77	318.775	
text@avp1974m	@avp1974m	318.775	319.915	ну наверняка //
text@avp1974m	@avp1974m	320.0	330.18	в в лицо мне никто не радовался / но так-то наверняка многие радовались / думаю что конечно / в нашей этой / телевизионной та  конкурентной среде / где все друг друга готовы загрызть //
text@avp1974m	@avp1974m	331.79	333.72	никогда не сталкивалась / да
text@avp1974m	@avp1974m	336.645	337.385	да
text@avp1974m	@avp1974m	341.68	352.62	трансформацию / я вообще знаешь / на протяжении / не буду говорить про Татьяну Растиславну / я к ней хорошо отношусь и ничего плохого про нее сказать не могу и не хочу //
text@avp1974m	@avp1974m	352.93	354.91	э // я наблюдая трансформацию 
text@shiu1984f	@shiu1984f	1.69	1.9	угу  //
text@shiu1984f	@shiu1984f	4.3	4.68	так //
text@shiu1984f	@shiu1984f	25.17	29.38	                                                                                                а у Лошака да //
text@shiu1984f	@shiu1984f	43.05	46.7	а благодарность президента Российской Федерации в 2008 ? //
text@shiu1984f	@shiu1984f	50.13	55.47	за информационное обеспечение активной общественной деятельности по развитию гражданского общества Российской Федерации //
text@shiu1984f	@shiu1984f	61.08	70.45	знаешь / мне то было дико интересно // #смеется# // просмотреть вв два круглых стола с президентом Медведевым где присутствовал ты / Зыгарь / значит / и другие респонденты //
text@shiu1984f	@shiu1984f	70.73	71.51	
text@shiu1984f	@shiu1984f	71.51	75.92	и уже тогда в две тысячи // одиннадцатом ты ему задавал все вопросы / про цензуру //
text@shiu1984f	@shiu1984f	76.2	77.67	тогда это все согласовывалось ? //
text@shiu1984f	@shiu1984f	105.13	106.73	как это пропустили на тот момент ? //
text@shiu1984f	@shiu1984f	112.88	115.16	то есть никакой отсебятины вы там не спрашивали ? //
text@shiu1984f	@shiu1984f	126.61	126.94	да да //
text@shiu1984f	@shiu1984f	145.89	148.92	неужели нельзя во время прямого эфира чё-нибудь брякнуть ? //
text@shiu1984f	@shiu1984f	150.265	150.565	делали ? //
text@shiu1984f	@shiu1984f	151.65	152.2	почему ? //
text@shiu1984f	@shiu1984f	167.965	169.475	потому что он брякнет ? / или что ? //
text@shiu1984f	@shiu1984f	206.55	208.5	как ты принимал это решение ? //
text@shiu1984f	@shiu1984f	208.53	209.09	двадцать лет на одном канале ! //
text@shiu1984f	@shiu1984f	223.625	224.075	нет //
text@shiu1984f	@shiu1984f	227.155	227.835	да да да //
text@shiu1984f	@shiu1984f	229.78	232.28	то есть ты был золотой мальчик // дороже всех #замолкает# // больше всех //
text@shiu1984f	@shiu1984f	252.25	254.5	тебе его дарят или дают на время ? //
text@shiu1984f	@shiu1984f	255.245	255.845	да //
text@shiu1984f	@shiu1984f	274.19	275.18	как это выглядело ? //
text@shiu1984f	@shiu1984f	283.91	285.67	#смеется#
text@shiu1984f	@shiu1984f	287.27	290.53	а последний день свой рабочий на НТВ // помнишь ? //
text@shiu1984f	@shiu1984f	316.77	319.32	был человек который радовался твоему уходу ? //
text@shiu1984f	@shiu1984f	330.71	331.97	никогда не сталкивалась ! //
text@shiu1984f	@shiu1984f	334.075	336.615	а ты же работал под руководством Медковой уже или нет ? //
text@shiu1984f	@shiu1984f	337.515	340.715	как // наблюдал ли  ты трансформацию этого человека ? //
words@avp1974m	@avp1974m	0.0	0.235	но
words@avp1974m	@avp1974m	0.235	0.47	я
words@avp1974m	@avp1974m	0.47	0.705	могу
words@avp1974m	@avp1974m	0.705	0.94	чо-то
words@avp1974m	@avp1974m	0.94	1.175	путать
words@avp1974m	@avp1974m	1.175	1.41	//
words@avp1974m	@avp1974m	1.88	2.185	но
words@avp1974m	@avp1974m	2.185	2.49	точно
words@avp1974m	@avp1974m	2.49	2.795	не
words@avp1974m	@avp1974m	2.795	3.1	Путин
words@avp1974m	@avp1974m	3.1	3.405	//
words@avp1974m	@avp1974m	3.405	3.71	#вздыхает#
words@avp1974m	@avp1974m	3.71	4.02	//
words@avp1974m	@avp1974m	4.78	5.05	но
words@avp1974m	@avp1974m	5.05	5.32	это
words@avp1974m	@avp1974m	5.32	5.59	знаешь
words@avp1974m	@avp1974m	5.59	5.86	/
words@avp1974m	@avp1974m	5.86	6.13	это
words@avp1974m	@avp1974m	6.13	6.4	такая
words@avp1974m	@avp1974m	6.4	6.67	/
words@avp1974m	@avp1974m	6.67	6.94	Парфенов
words@avp1974m	@avp1974m	6.94	7.21	в
words@avp1974m	@avp1974m	7.21	7.48	свое
words@avp1974m	@avp1974m	7.48	7.75	время
words@avp1974m	@avp1974m	7.75	8.02	тоже
words@avp1974m	@avp1974m	8.02	8.29	получил
words@avp1974m	@avp1974m	8.29	8.56	какую-то
words@avp1974m	@avp1974m	8.56	8.83	награду
words@avp1974m	@avp1974m	8.83	9.1	/
words@avp1974m	@avp1974m	9.1	9.37	и
words@avp1974m	@avp1974m	9.37	9.64	говорил
words@avp1974m	@avp1974m	9.64	9.91	Лесину
words@avp1974m	@avp1974m	9.91	10.18	/
words@avp1974m	@avp1974m	10.18	10.45	они
words@avp1974m	@avp1974m	10.45	10.72	еще
words@avp1974m	@avp1974m	10.72	10.99	тогда
words@avp1974m	@avp1974m	10.99	11.26	дружили
words@avp1974m	@avp1974m	11.26	11.53	/
words@avp1974m	@avp1974m	11.53	11.8	он
words@avp1974m	@avp1974m	11.8	12.07	говорит
words@avp1974m	@avp1974m	12.07	12.34	вы
words@avp1974m	@avp1974m	12.34	12.61	конечно
words@avp1974m	@avp1974m	12.61	12.88	блин
words@avp1974m	@avp1974m	12.88	13.16	//
words@avp1974m	@avp1974m	13.21	13.398	вам
words@avp1974m	@avp1974m	13.398	13.586	дали
words@avp1974m	@avp1974m	13.586	13.774	/
words@avp1974m	@avp1974m	13.774	13.962	вы
words@avp1974m	@avp1974m	13.962	14.15	взяли
words@avp1974m	@avp1974m	14.15	14.338	свои
words@avp1974m	@avp1974m	14.338	14.526	государства
words@avp1974m	@avp1974m	14.526	14.714	и
words@avp1974m	@avp1974m	14.714	14.902	у
words@avp1974m	@avp1974m	14.902	15.09	вас
words@avp1974m	@avp1974m	15.09	15.278	есть
words@avp1974m	@avp1974m	15.278	15.466	цацки
words@avp1974m	@avp1974m	15.466	15.654	и
words@avp1974m	@avp1974m	15.654	15.842	вы
words@avp1974m	@avp1974m	15.842	16.03	ими
words@avp1974m	@avp1974m	16.03	16.218	играете
words@avp1974m	@avp1974m	16.218	16.42	//
words@avp1974m	@avp1974m	16.42	16.661	а
words@avp1974m	@avp1974m	16.661	16.902	это
words@avp1974m	@avp1974m	16.902	17.143	между
words@avp1974m	@avp1974m	17.143	17.384	прочем
words@avp1974m	@avp1974m	17.384	17.625	люди
words@avp1974m	@avp1974m	17.625	17.866	кровь
words@avp1974m	@avp1974m	17.866	18.107	проливали
words@avp1974m	@avp1974m	18.107	18.348	за
words@avp1974m	@avp1974m	18.348	18.589	награды
words@avp1974m	@avp1974m	18.589	18.83	//
words@avp1974m	@avp1974m	18.83	18.995	#смеется#
words@avp1974m	@avp1974m	18.995	19.16	//
words@avp1974m	@avp1974m	19.235	19.551	вот
words@avp1974m	@avp1974m	19.551	19.867	как-то
words@avp1974m	@avp1974m	19.867	20.183	очень
words@avp1974m	@avp1974m	20.183	20.499	по
words@avp1974m	@avp1974m	20.499	20.815	делу
words@avp1974m	@avp1974m	20.815	21.131	было
words@avp1974m	@avp1974m	21.131	21.447	сказано
words@avp1974m	@avp1974m	21.447	21.77	//
words@avp1974m	@avp1974m	21.77	22.084	но
words@avp1974m	@avp1974m	22.084	22.398	мне
words@avp1974m	@avp1974m	22.398	22.712	неловко
words@avp1974m	@avp1974m	22.712	23.026	#нрзб#
words@avp1974m	@avp1974m	23.026	23.34	//
words@avp1974m	@avp1974m	23.4	23.748	но
words@avp1974m	@avp1974m	23.748	24.096	не
words@avp1974m	@avp1974m	24.096	24.444	отказываться
words@avp1974m	@avp1974m	24.444	24.792	же
words@avp1974m	@avp1974m	24.792	25.14	//
words@avp1974m	@avp1974m	25.17	25.47	сейчас
words@avp1974m	@avp1974m	25.47	25.77	же
words@avp1974m	@avp1974m	25.77	26.07	/
words@avp1974m	@avp1974m	26.07	26.37	ну
words@avp1974m	@avp1974m	26.37	26.67	тоесть
words@avp1974m	@avp1974m	26.67	26.97	/
words@avp1974m	@avp1974m	26.97	27.27	Дудь
words@avp1974m	@avp1974m	27.27	27.57	спрашивал
words@avp1974m	@avp1974m	27.57	27.87	тоже
words@avp1974m	@avp1974m	27.87	28.17	самое
words@avp1974m	@avp1974m	28.17	28.47	у
words@avp1974m	@avp1974m	28.47	28.77	#нрзб#
words@avp1974m	@avp1974m	28.77	29.07	#одновременно#
words@avp1974m	@avp1974m	29.07	29.38	//
words@avp1974m	@avp1974m	29.395	29.577	да
words@avp1974m	@avp1974m	29.577	29.759	/
words@avp1974m	@avp1974m	29.759	29.941	вот
words@avp1974m	@avp1974m	29.941	30.123	/
words@avp1974m	@avp1974m	30.123	30.305	тоже
words@avp1974m	@avp1974m	30.305	30.487	самое
words@avp1974m	@avp1974m	30.487	30.675	//
words@avp1974m	@avp1974m	30.98	31.368	Лошак
words@avp1974m	@avp1974m	31.368	31.756	он
words@avp1974m	@avp1974m	31.756	32.144	всегда
words@avp1974m	@avp1974m	32.144	32.532	/
words@avp1974m	@avp1974m	32.532	32.92	аа
words@avp1974m	@avp1974m	32.92	33.308	/
words@avp1974m	@avp1974m	33.308	33.696	был
words@avp1974m	@avp1974m	33.696	34.084	в
words@avp1974m	@avp1974m	34.084	34.472	каких-то
words@avp1974m	@avp1974m	34.472	34.86	отъездах
words@avp1974m	@avp1974m	34.86	35.25	//
words@avp1974m	@avp1974m	35.25	35.482	всегда
words@avp1974m	@avp1974m	35.482	35.714	все
words@avp1974m	@avp1974m	35.714	35.946	/
words@avp1974m	@avp1974m	35.946	36.178	значит
words@avp1974m	@avp1974m	36.178	36.41	/
words@avp1974m	@avp1974m	36.41	36.642	не
words@avp1974m	@avp1974m	36.642	36.874	в
words@avp1974m	@avp1974m	36.874	37.106	те
words@avp1974m	@avp1974m	37.106	37.338	/
words@avp1974m	@avp1974m	37.338	37.57	поэтому
words@avp1974m	@avp1974m	37.57	37.802	/
words@avp1974m	@avp1974m	37.802	38.034	значит
words@avp1974m	@avp1974m	38.034	38.266	/
words@avp1974m	@avp1974m	38.266	38.498	в
words@avp1974m	@avp1974m	38.498	38.73	этой
words@avp1974m	@avp1974m	38.73	38.962	истории
words@avp1974m	@avp1974m	38.962	39.194	не
words@avp1974m	@avp1974m	39.194	39.426	участвовал
words@avp1974m	@avp1974m	39.426	39.66	//
words@avp1974m	@avp1974m	39.66	39.875	но
words@avp1974m	@avp1974m	39.875	40.09	этот
words@avp1974m	@avp1974m	40.09	40.305	/
words@avp1974m	@avp1974m	40.305	40.52	медаль
words@avp1974m	@avp1974m	40.52	40.735	у
words@avp1974m	@avp1974m	40.735	40.95	него
words@avp1974m	@avp1974m	40.95	41.165	тоже
words@avp1974m	@avp1974m	41.165	41.38	где-то
words@avp1974m	@avp1974m	41.38	41.595	есть
words@avp1974m	@avp1974m	41.595	41.81	//
words@avp1974m	@avp1974m	41.825	42.026	и
words@avp1974m	@avp1974m	42.026	42.227	у
words@avp1974m	@avp1974m	42.227	42.428	меня
words@avp1974m	@avp1974m	42.428	42.629	она
words@avp1974m	@avp1974m	42.629	42.83	есть
words@avp1974m	@avp1974m	42.83	43.035	//
words@avp1974m	@avp1974m	46.725	47.672	#задумался#
words@avp1974m	@avp1974m	47.672	48.62	//
words@avp1974m	@avp1974m	48.62	48.985	да
words@avp1974m	@avp1974m	48.985	49.35	//
words@avp1974m	@avp1974m	49.35	49.715	за
words@avp1974m	@avp1974m	49.715	50.08	что
words@avp1974m	@avp1974m	55.42	55.641	но
words@avp1974m	@avp1974m	55.641	55.862	раз
words@avp1974m	@avp1974m	55.862	56.083	ты
words@avp1974m	@avp1974m	56.083	56.304	это
words@avp1974m	@avp1974m	56.304	56.525	нагуглила
words@avp1974m	@avp1974m	56.525	56.746	значит
words@avp1974m	@avp1974m	56.746	56.967	это
words@avp1974m	@avp1974m	56.967	57.188	есть
words@avp1974m	@avp1974m	57.188	57.409	/
words@avp1974m	@avp1974m	57.409	57.63	но
words@avp1974m	@avp1974m	57.63	57.851	я
words@avp1974m	@avp1974m	57.851	58.072	это
words@avp1974m	@avp1974m	58.072	58.293	ей
words@avp1974m	@avp1974m	58.293	58.514	богу
words@avp1974m	@avp1974m	58.514	58.735	забыл
words@avp1974m	@avp1974m	58.735	58.96	//
words@avp1974m	@avp1974m	58.96	59.073	#смеется
words@avp1974m	@avp1974m	59.073	59.186	#
words@avp1974m	@avp1974m	59.186	59.3	//
words@avp1974m	@avp1974m	59.33	59.785	правда
words@avp1974m	@avp1974m	59.785	60.24	//
words@avp1974m	@avp1974m	60.275	60.655	#нрзб#
words@avp1974m	@avp1974m	60.655	61.035	//
words@avp1974m	@avp1974m	77.715	77.935	ну
words@avp1974m	@avp1974m	77.935	78.155	конечно
words@avp1974m	@avp1974m	78.155	78.375	//
words@avp1974m	@avp1974m	78.72	79.08	я
words@avp1974m	@avp1974m	79.08	79.44	как
words@avp1974m	@avp1974m	79.44	79.8	журналист
words@avp1974m	@avp1974m	79.8	80.16	федерального
words@avp1974m	@avp1974m	80.16	80.52	канала
words@avp1974m	@avp1974m	80.52	80.88	сталкиваюсь
words@avp1974m	@avp1974m	80.88	81.24	/
words@avp1974m	@avp1974m	81.24	81.6	регулярно
words@avp1974m	@avp1974m	81.6	81.96	/
words@avp1974m	@avp1974m	81.96	82.32	с
words@avp1974m	@avp1974m	82.32	82.68	ограничениями
words@avp1974m	@avp1974m	82.68	83.04	/
words@avp1974m	@avp1974m	83.04	83.4	которые
words@avp1974m	@avp1974m	83.4	83.76	не
words@avp1974m	@avp1974m	83.76	84.12	позволяют
words@avp1974m	@avp1974m	84.12	84.48	мне
words@avp1974m	@avp1974m	84.48	84.84	//
words@avp1974m	@avp1974m	84.84	85.2	эээ
words@avp1974m	@avp1974m	85.2	85.56	//
words@avp1974m	@avp1974m	85.56	85.92	в
words@avp1974m	@avp1974m	85.92	86.28	полной
words@avp1974m	@avp1974m	86.28	86.64	мере
words@avp1974m	@avp1974m	86.64	87.0	выполнять
words@avp1974m	@avp1974m	87.0	87.36	свои
words@avp1974m	@avp1974m	87.36	87.72	профессиоальные
words@avp1974m	@avp1974m	87.72	88.08	обязанности
words@avp1974m	@avp1974m	88.08	88.44	/
words@avp1974m	@avp1974m	88.44	88.8	конкурировать
words@avp1974m	@avp1974m	88.8	89.16	с
words@avp1974m	@avp1974m	89.16	89.52	тем
words@avp1974m	@avp1974m	89.52	89.88	же
words@avp1974m	@avp1974m	89.88	90.24	дождем
words@avp1974m	@avp1974m	90.24	90.6	/
words@avp1974m	@avp1974m	90.6	90.96	эээ
words@avp1974m	@avp1974m	90.96	91.34	//
words@avp1974m	@avp1974m	91.67	92.033	ограничения
words@avp1974m	@avp1974m	92.033	92.396	эти
words@avp1974m	@avp1974m	92.396	92.759	связаны
words@avp1974m	@avp1974m	92.759	93.122	с
words@avp1974m	@avp1974m	93.122	93.485	тем
words@avp1974m	@avp1974m	93.485	93.848	что
words@avp1974m	@avp1974m	93.848	94.211	принять
words@avp1974m	@avp1974m	94.211	94.574	называть
words@avp1974m	@avp1974m	94.574	94.937	политической
words@avp1974m	@avp1974m	94.937	95.3	целесобразностью
words@avp1974m	@avp1974m	95.3	95.67	//
words@avp1974m	@avp1974m	95.7	95.983	знаете
words@avp1974m	@avp1974m	95.983	96.266	/
words@avp1974m	@avp1974m	96.266	96.549	не
words@avp1974m	@avp1974m	96.549	96.832	время
words@avp1974m	@avp1974m	96.832	97.115	сейчас
words@avp1974m	@avp1974m	97.115	97.398	#нрзб#
words@avp1974m	@avp1974m	97.398	97.681	//
words@avp1974m	@avp1974m	97.681	97.964	хотелось
words@avp1974m	@avp1974m	97.964	98.247	бы
words@avp1974m	@avp1974m	98.247	98.53	узнать
words@avp1974m	@avp1974m	98.53	98.813	как
words@avp1974m	@avp1974m	98.813	99.096	вы
words@avp1974m	@avp1974m	99.096	99.379	относитесь
words@avp1974m	@avp1974m	99.379	99.662	к
words@avp1974m	@avp1974m	99.662	99.945	этой
words@avp1974m	@avp1974m	99.945	100.228	ситуации
words@avp1974m	@avp1974m	100.228	100.511	Дмитрий
words@avp1974m	@avp1974m	100.511	100.794	Анатолич
words@avp1974m	@avp1974m	100.794	101.08	//
words@avp1974m	@avp1974m	107.59	107.939	было
words@avp1974m	@avp1974m	107.939	108.288	решено
words@avp1974m	@avp1974m	108.288	108.637	что
words@avp1974m	@avp1974m	108.637	108.986	Дмитрий
words@avp1974m	@avp1974m	108.986	109.335	Анатольевич
words@avp1974m	@avp1974m	109.335	109.684	достаточно
words@avp1974m	@avp1974m	109.684	110.033	либеральный
words@avp1974m	@avp1974m	110.033	110.382	чтобы
words@avp1974m	@avp1974m	110.382	110.731	ответить
words@avp1974m	@avp1974m	110.731	111.08	на
words@avp1974m	@avp1974m	111.08	111.429	такие
words@avp1974m	@avp1974m	111.429	111.778	вопросы
words@avp1974m	@avp1974m	111.778	112.13	//
words@avp1974m	@avp1974m	115.43	115.747	нет
words@avp1974m	@avp1974m	115.747	116.064	/
words@avp1974m	@avp1974m	116.064	116.381	ну
words@avp1974m	@avp1974m	116.381	116.698	/
words@avp1974m	@avp1974m	116.698	117.015	как
words@avp1974m	@avp1974m	117.015	117.332	как
words@avp1974m	@avp1974m	117.332	117.649	это
words@avp1974m	@avp1974m	117.649	117.966	есть
words@avp1974m	@avp1974m	117.966	118.283	такой
words@avp1974m	@avp1974m	118.283	118.6	лукавый
words@avp1974m	@avp1974m	118.6	118.917	эфемизм
words@avp1974m	@avp1974m	118.917	119.234	к
words@avp1974m	@avp1974m	119.234	119.551	которому
words@avp1974m	@avp1974m	119.551	119.868	все
words@avp1974m	@avp1974m	119.868	120.185	время
words@avp1974m	@avp1974m	120.185	120.502	прибегают
words@avp1974m	@avp1974m	120.502	120.819	люди
words@avp1974m	@avp1974m	120.819	121.136	/
words@avp1974m	@avp1974m	121.136	121.453	находящиеся
words@avp1974m	@avp1974m	121.453	121.77	в
words@avp1974m	@avp1974m	121.77	122.087	этой
words@avp1974m	@avp1974m	122.087	122.404	ситуации
words@avp1974m	@avp1974m	122.404	122.721	/
words@avp1974m	@avp1974m	122.721	123.038	аэа
words@avp1974m	@avp1974m	123.038	123.36	//
words@avp1974m	@avp1974m	123.68	124.065	мы
words@avp1974m	@avp1974m	124.065	124.45	согласовали
words@avp1974m	@avp1974m	124.45	124.835	темы
words@avp1974m	@avp1974m	124.835	125.22	но
words@avp1974m	@avp1974m	125.22	125.605	не
words@avp1974m	@avp1974m	125.605	125.99	формулировки
words@avp1974m	@avp1974m	125.99	126.375	вопросов
words@avp1974m	@avp1974m	126.375	126.76	//
words@avp1974m	@avp1974m	126.965	127.302	#вздыхает#
words@avp1974m	@avp1974m	127.302	127.64	//
words@avp1974m	@avp1974m	127.64	127.941	ээ
words@avp1974m	@avp1974m	127.941	128.242	//
words@avp1974m	@avp1974m	128.242	128.543	я
words@avp1974m	@avp1974m	128.543	128.844	уже
words@avp1974m	@avp1974m	128.844	129.145	не
words@avp1974m	@avp1974m	129.145	129.446	нахожусь
words@avp1974m	@avp1974m	129.446	129.747	в
words@avp1974m	@avp1974m	129.747	130.048	той
words@avp1974m	@avp1974m	130.048	130.349	ситуации
words@avp1974m	@avp1974m	130.349	130.65	поэтому
words@avp1974m	@avp1974m	130.65	130.951	/
words@avp1974m	@avp1974m	130.951	131.252	скажу
words@avp1974m	@avp1974m	131.252	131.553	что
words@avp1974m	@avp1974m	131.553	131.854	и
words@avp1974m	@avp1974m	131.854	132.155	формулировки
words@avp1974m	@avp1974m	132.155	132.456	вопросов
words@avp1974m	@avp1974m	132.456	132.757	вообщем
words@avp1974m	@avp1974m	132.757	133.058	были
words@avp1974m	@avp1974m	133.058	133.359	примерно
words@avp1974m	@avp1974m	133.359	133.66	согласованы
words@avp1974m	@avp1974m	133.66	133.961	всегда
words@avp1974m	@avp1974m	133.961	134.28	//
words@avp1974m	@avp1974m	134.36	134.659	более
words@avp1974m	@avp1974m	134.659	134.958	того
words@avp1974m	@avp1974m	134.958	135.257	я
words@avp1974m	@avp1974m	135.257	135.556	тебе
words@avp1974m	@avp1974m	135.556	135.855	скажу
words@avp1974m	@avp1974m	135.855	136.154	что
words@avp1974m	@avp1974m	136.154	136.453	когда
words@avp1974m	@avp1974m	136.453	136.752	ты
words@avp1974m	@avp1974m	136.752	137.051	берешь
words@avp1974m	@avp1974m	137.051	137.35	интервью
words@avp1974m	@avp1974m	137.35	137.649	/
words@avp1974m	@avp1974m	137.649	137.948	у
words@avp1974m	@avp1974m	137.948	138.247	президента
words@avp1974m	@avp1974m	138.247	138.546	/
words@avp1974m	@avp1974m	138.546	138.845	любой
words@avp1974m	@avp1974m	138.845	139.144	страны
words@avp1974m	@avp1974m	139.144	139.443	/
